-1691,6232,-6353,236,45,-30,3801,1007,-485
-1660,6128,-6353,229,42,-26,3801,1007,-485
-1712,6142,-6388,227,38,-28,3801,1007,-485
-1791,6183,-6443,230,30,-29,3801,1007,-485
-1857,6230,-6570,232,27,-31,3801,1007,-485
-1919,6398,-6595,233,22,-31,3554,906,-688
-1998,6511,-6708,232,17,-32,3554,906,-688
-2025,6574,-6763,227,14,-31,3554,906,-688
-1988,6525,-6789,220,10,-25,3554,906,-688
-1933,6416,-6791,217,3,-25,3301,435,-777
-1871,6283,-6857,214,-1,-26,3301,-128,-487
-1880,6220,-6882,205,-3,-27,3301,-128,-487
-1876,6082,-6958,192,0,-28,3301,-128,-487
-1945,5958,-7115,181,0,-28,2794,288,-847
-2025,5962,-7226,160,1,-31,2794,288,-847
-2085,5849,-7140,164,-12,-32,2794,288,-847
-2175,5828,-7177,179,-18,-31,2794,288,-847
-2148,5746,-7205,188,-26,-29,2794,288,-847
-2066,5824,-7279,196,-38,-26,2794,288,-847
-1994,5925,-7292,202,-37,-24,2794,288,-847
-1957,5869,-7134,217,-34,-26,2794,288,-847
-1921,5757,-6933,236,-30,-26,2794,288,-847
-1900,5710,-7091,241,-25,-29,3807,-722,-717
-1863,5630,-6962,248,-16,-31,3807,-518,-910
-1814,5533,-7019,250,-13,-34,4061,-461,-1259
-1722,5455,-7076,256,-13,-35,4061,-461,-1259
-1699,5376,-7099,267,-14,-36,4061,-461,-1259
-1701,5314,-7015,281,-11,-33,4061,-461,-1259
-1658,5304,-7023,293,-6,-33,4061,-461,-1259
-1628,5246,-7000,308,-2,-28,4061,-461,-1259
-1701,5171,-7068,319,1,-26,4061,-461,-1259
-1765,5089,-6974,332,2,-24,5328,145,-807
-1828,5103,-7126,333,1,-25,5328,145,-807
-1863,5095,-7351,325,0,-20,5074,-77,-456
-1841,5111,-7453,324,-6,-17,5074,-101,-613
-1818,5035,-7500,334,-14,-18,5328,-275,-840
-1781,4990,-7476,342,-18,-18,5328,-500,-523
-1744,4966,-7441,357,-15,-19,5328,-500,-523
-1617,5005,-7238,371,-6,-21,5328,-500,-523
-1568,4992,-7242,385,7,-19,6088,305,-651
-1482,4949,-7097,400,21,-20,6341,757,-700
-1468,4826,-6910,423,34,-19,6341,757,-700
-1439,4675,-6738,447,42,-19,6341,757,-700
-1605,4531,-6675,474,38,-18,7608,1107,-673
-1787,4466,-6617,485,28,-15,7862,513,-76
-2031,4576,-6775,479,14,-15,7608,321,-42
-2099,4761,-7111,457,-4,-9,7608,321,-42
-2080,4957,-7464,428,-24,-11,6848,-733,-259
-2021,5181,-7757,404,-38,-10,6848,-733,-259
-1904,5345,-7970,391,-42,-11,6341,-1381,-306
-1802,5410,-8048,393,-34,-12,6341,-1324,-85
-1718,5435,-7976,411,-22,-19,6341,-1324,-85
-1664,5269,-7859,441,-12,-23,7102,-356,-790
-1650,5072,-7572,487,-5,-28,7862,-364,-581
-1759,4783,-7435,529,-7,-33,7862,-364,-581
-1949,4519,-7242,570,-26,-36,9129,-698,-1174
-2171,4271,-7140,577,-36,-36,9129,-948,-1010
-2544,4291,-7291,575,-21,-29,9129,-948,-1010
-2638,4460,-7832,544,-18,-26,8622,-553,-523
-2677,4707,-8371,483,-19,-26,8622,-553,-523
-2564,4638,-8605,478,-22,-38,7608,-649,-1065
-2242,4417,-8845,513,-58,-53,7608,-649,-1065
-2017,4455,-8685,501,-79,-67,7608,-649,-1065
-1894,4857,-8355,456,-71,-70,7608,-649,-1065
-1746,4779,-8273,500,-60,-78,8115,-1864,-2132
-1746,4966,-8541,489,-19,-80,7862,-788,-2287
-1794,5013,-9193,463,30,-72,7355,785,-1772
-1800,4572,-9027,512,51,-70,7355,785,-1772
-2013,3919,-8703,580,64,-70,9382,1951,-2130
-2234,3396,-8447,622,67,-71,9889,2274,-2041
-2494,3279,-8324,622,59,-72,9889,2274,-2041
-2642,3253,-8476,600,53,-69,9636,1629,-1999
-2568,3273,-8560,587,51,-66,9636,1629,-1999
-2484,3419,-8783,569,53,-58,9636,1629,-1999
-2175,3617,-9103,545,67,-54,8622,2302,-1612
