-2976,8003,-1074,20,1,19,32188,5742,9687
-2958,7966,-1121,17,0,18,260,-424,859
-2898,7935,-1037,15,-1,16,260,-424,859
-2853,7988,-1126,15,-3,20,260,-467,785
-2878,8027,-1080,11,0,20,6,338,438
-2875,8011,-1058,8,0,20,6,338,438
-2890,7996,-1072,9,0,19,6,277,444
-2875,8000,-1068,10,0,20,6,277,444
-2830,7976,-1035,10,-1,20,6,-139,828
-2845,8003,-1080,12,-1,19,6,-139,828
-2855,8023,-1054,11,-1,19,6,-139,828
-2843,8064,-1107,8,-1,18,6,-139,828
-2777,8066,-1136,8,0,16,6,-139,828
-2816,8056,-1066,4,5,19,6,-139,828
-2839,8000,-1087,4,6,19,6,-139,828
-2718,8148,-1060,1,13,21,6,-139,828
-2847,7955,-1089,-10,24,29,6,-139,828
-2884,7888,-1115,-7,25,32,6,-139,828
-2845,8027,-1046,-10,26,35,6,-139,828
-2951,7822,-1076,-4,21,36,-246,798,1026
-2861,7949,-1121,-2,18,40,-246,798,1026
-2630,8419,-1185,-26,29,43,-499,621,1264
-3017,7724,-1078,-46,35,61,-499,621,1264
-2962,7673,-1078,-41,30,80,-499,621,1264
-2974,7710,-1062,-36,21,91,-753,779,2336
-2740,7720,-1041,-26,17,90,-753,779,2336
-2650,8056,-1033,-31,19,89,-499,476,2292
-2990,7537,-935,-39,24,99,-753,687,2856
-2949,7316,-843,-17,18,117,-753,687,2856
-2890,7251,-832,1,19,140,6,505,4030
-2941,7500,-884,23,16,159,6,505,4030
-2957,7552,-960,43,12,167,513,378,4721
-2886,7867,-1248,53,10,169,767,193,4658
-2595,8267,-1039,51,7,163,767,128,4562
-2656,8199,-1171,51,10,156,767,128,4562
-2472,8035,-2210,54,12,156,767,128,4562
-2900,8187,-1718,59,9,164,767,128,4562
-2515,8175,-1089,61,3,158,767,443,4450
-2562,7968,-1107,67,1,144,1020,158,3979
-2626,7417,-1445,80,-8,127,1273,-410,3684
-2404,8000,-1078,114,0,120,1780,-325,3478
-2361,7857,-833,134,-5,119,2034,-194,3344
-2566,8193,-1167,151,-6,112,2287,-141,3308
-2335,8353,-1199,154,-5,105,2287,-141,3308
-2343,8519,-1146,141,-5,98,2287,-141,3308
-2333,8666,-1359,125,-4,82,2034,-459,2502
-2347,8644,-1427,108,-2,72,2034,-459,2502
-2414,8517,-1429,91,0,65,1273,-79,2178
-2419,8464,-1343,77,1,57,1020,459,1349
-2279,8519,-1431,63,0,46,1020,459,1349
-2345,8500,-1449,43,0,32,513,-95,1293
-2376,8419,-1392,27,0,20,513,-95,1293
-2363,8396,-1470,13,-2,14,513,-95,1293
-2380,8464,-1388,-3,0,5,513,-95,1293
-2310,8455,-1464,-23,0,-12,513,-95,1293
-2193,8406,-1386,-39,3,-31,-753,226,-784
-2302,8396,-1363,-55,8,-45,-1006,211,-1072
-2332,8208,-1298,-58,10,-60,-1006,106,-1464
-2318,8216,-1287,-62,10,-71,-1006,106,-1464
-2449,8171,-1332,-70,12,-78,-1006,106,-1464
-2527,8046,-1271,-70,12,-75,-1006,106,-1464
-2521,8175,-1248,-68,12,-73,-1006,106,-1464
-2492,8257,-1375,-81,14,-78,-1006,106,-1464
-2605,8234,-1255,-91,14,-85,-1006,106,-1464
-2574,8072,-1279,-98,11,-85,-1006,106,-1464
-2580,8052,-1308,-101,11,-84,-1006,106,-1464
-2517,8212,-1285,-104,12,-87,-1006,106,-1464
-2529,8349,-1220,-109,13,-89,-1006,106,-1464
-2509,8531,-1343,-121,11,-104,-1006,106,-1464
-2478,8472,-1302,-140,11,-124,-1006,106,-1464
-2679,8330,-1144,-153,10,-139,-2527,79,-3642
-2689,8269,-1150,-153,7,-150,-2527,97,-4165
-2521,8365,-1199,-155,3,-169,-2527,11,-4705
-2640,8181,-1039,-152,0,-195,-2527,104,-5665
-2593,8310,-1074,-140,-3,-223,-2527,104,-5665
-2234,8785,-1136,-151,-8,-273,-2527,-329,-7664
-2341,8072,-2031,-164,-7,-319,-2527,-329,-7664
-2408,9035,-1158,-168,-1,-329,-2527,-329,-7664
-3109,9246,-1322,-174,0,-353,-3033,-86,-9611
-2726,10570,-541,-220,3,-423,-3794,415,-12114
-3962,11359,-1267,-323,12,-540,-3794,415,-12114
-3066,12980,146,-460,16,-699,-3794,415,-12114
-2410,15999,6935,-727,137,-932,-3794,415,-12114
-8615,15999,1337,-763,129,-872,-12409,3817,-24311
-2914,15999,1738,-901,94,-714,-12409,3817,-24311
-5814,8882,-4970,-720,143,-832,-11902,4649,-23494
-2390,15666,-1494,-551,63,-1018,-9115,2206,-28776
-4271,15999,-1025,-361,25,-1229,-9115,2206,-28776
-1484,15999,1335,-432,58,-1397,-9115,2206,-28776
-2503,15999,-230,-479,64,-1663,-7848,2015,18910
-2451,15999,-460,-486,70,-1952,-7848,2015,18910
-2853,15999,-1978,-543,70,-2000,-8861,1988,9921
-4621,15999,-3849,-394,-66,-2000,-6581,-2008,10004
675,15999,-1796,-526,-175,-2000,-8608,-5508,10018
2820,15999,-4656,-877,-238,-2000,-14436,-7137,9996
5126,15999,-6029,-1224,-215,-2000,-20011,-6298,9779
6302,15999,-4472,-1703,-193,-2000,-27866,-5653,9945
4863,15999,-2726,-2000,-222,-2000,-32427,-7062,10014
4572,15999,-5494,-2000,-52,-2000,-32427,-1883,9958
4839,15999,-10236,-2000,-77,-2000,-32427,-2354,9711
6771,15999,-16000,-2000,-261,-2000,-32427,-8003,9800
12882,5195,-16000,-2000,-398,-2000,-32427,-12241,9909
15999,-16000,-16000,-1022,43,-1464,-16717,1217,24853
10033,11187,-15054,-268,-153,-1111,-4554,-4312,-31336
14412,15999,3306,-173,315,-456,-4554,-4312,-31336
8892,15999,-2990,-827,623,-591,-13423,18367,-16176
9410,9119,-10439,-899,869,-627,-14690,26100,-17618
7996,2162,-15898,-448,878,-441,-7341,26514,-12542
9755,2755,-14742,31,844,-137,-7341,26514,-12542
9720,5916,-12732,155,760,161,2287,23047,4663
9371,4246,-13359,153,657,394,2287,20158,10943
8542,1091,-15087,295,530,566,4568,15957,16131
8552,-896,-15490,556,389,736,8875,11582,20905
8904,-888,-14250,795,253,921,12676,7965,25391
9361,-1091,-12597,961,148,1140,12676,7965,25391
9634,-1144,-10957,1102,94,1375,17744,3087,-27108
9535,-886,-9429,1243,92,1600,17744,3087,-27108
9126,-207,-7921,1391,140,1791,17744,3087,-27108
8261,720,-6685,1528,215,1923,24586,6519,-11513
6986,1576,-5888,1656,298,1999,24586,6519,-11513
5648,2255,-5203,1768,360,1999,24586,6519,-11513
4742,2806,-3908,1860,401,1999,24586,6519,-11513
3685,3949,-1773,1907,441,1999,24586,6519,-11513
2984,4478,267,1899,493,1999,24586,6519,-11513
1861,4912,2160,1850,557,1999,24586,6519,-11513
470,5308,3435,1808,631,1999,24586,6519,-11513
-1320,5783,4382,1769,689,1999,24586,6519,-11513
-2966,6345,5595,1717,738,1999,24586,6519,-11513
-4691,7044,6658,1602,755,1999,24586,6519,-11513
-7416,7521,6441,1417,716,1999,24586,6519,-11513
-11126,7496,5412,1235,594,1999,24586,6519,-11513
-15025,7769,4537,1071,384,1999,24586,6519,-11513
-16000,7802,4289,926,128,1999,24586,6519,-11513
-16000,7871,5242,774,-134,1999,24586,6519,-11513
-16000,7931,6857,603,-368,1999,24586,6519,-11513
-16000,7603,7875,416,-541,1999,24586,6519,-11513
-16000,6970,9003,279,-644,1999,24586,6519,-11513
-16000,7226,10343,178,-668,1999,24586,6519,-11513
-16000,8103,11697,70,-619,1835,24586,6519,-11513
-16000,8835,12333,-27,-519,1616,24586,6519,-11513
-16000,9203,13039,-120,-362,1330,-2020,-11157,-28088
-16000,8607,12869,-238,-138,1017,-2020,-11157,-28088
-16000,7796,11781,-317,66,769,-2020,-11157,-28088
-16000,6988,10640,-379,231,579,-6327,6935,16513
-16000,6634,9677,-450,369,413,-6327,6935,16513
-16000,5484,8398,-530,459,251,-6327,6935,16513
-16000,15999,15999,-2000,-52,-78,-32427,-1883,-1912
-16000,-16000,-16000,-2000,-2000,-2000,-32427,5273,9687
-16000,15999,-12984,-2000,-1121,1999,-32427,5273,9687
15999,-8765,15999,-1370,58,1177,-32427,5273,9687
15999,11531,-2326,-307,318,-1326,-5061,9563,28630
-16000,15999,-8437,-1341,84,-2000,-21785,2433,9866
-8607,816,3166,-1212,14,-964,-19758,189,-26639
-11390,6251,-3093,-981,30,-611,-19758,189,-26639
-2097,4935,-724,-1170,-293,-389,-18997,-8895,-10809
-1960,1984,4931,-936,-253,-230,-18997,-8895,-10809
1957,-1671,8359,-170,-63,-181,-18997,-8895,-10809
-3179,10730,-31,259,28,-355,4061,763,-9672
-7031,15999,-5195,-5,-32,-436,4061,763,-9672
-2267,7289,-609,-312,-116,-438,-5061,-3759,-12426
-3130,4812,1615,-127,-98,-415,-2273,-2885,-11463
-4582,7906,-843,4,-165,-435,6,-5044,-12038
-4250,10343,-660,41,-141,-481,513,-4389,-13110
-1851,13451,1302,-27,-94,-581,-499,-3181,-16164
-1716,10330,2849,85,20,-674,-499,-3181,-16164
-3736,13755,-566,236,37,-758,3807,1002,-21194
-6087,15999,257,388,14,-1010,6088,395,-27955
-4236,15999,6763,769,324,-1378,6088,395,-27955
-1611,15999,7261,1031,497,-1455,6088,395,-27955
2375,15999,15999,57,340,-1752,6088,395,-27955
-2560,15999,1001,-20,622,-2000,-499,18699,10057
-1060,15999,-2177,474,454,-2000,7608,13833,9721
3947,15999,2050,332,253,-2000,5328,7674,9774
4623,15999,-6589,-85,374,-2000,-1513,11087,10107
2953,15999,-11613,6,-32,-2000,6,-1206,10091
7341,15999,-7542,27,-438,-2000,260,-13289,10089
9996,15999,-3501,-613,-300,-2000,-10128,-9074,10014
-468,15999,-6408,-1238,65,-2000,-20264,2225,9762
-5466,15999,-8423,-1623,38,-2000,-26346,993,9883
-4585,15734,-4162,-1305,168,-2000,-21278,4906,10016
-16000,10275,-8128,-1142,219,-2000,-18744,6992,9708
-11519,15999,-16000,-2000,-264,-2000,-32427,-8003,9716
-9574,14744,-16000,-2000,-853,-2000,-32427,-25894,9859
-769,14542,-8361,-2000,-1187,-1323,-32427,-25894,9859
-6511,-9250,-16000,-2000,-475,-1929,-32427,-25894,9859
392,-14527,-16000,-1861,-253,-1313,-30400,-7602,28797
1128,8701,-9339,-414,223,-1121,-30400,-7602,28797
-4925,12908,-9480,431,632,-1620,6848,19128,20381
-8316,15999,-4585,1145,717,-1503,18504,21346,23604
-10580,15999,115,1324,818,-1854,21292,24833,13795
-10117,15999,2480,1063,818,-2000,17237,24516,9858
-7378,15999,4449,424,778,-2000,6848,23148,10033
-4939,15999,3777,-296,750,-2000,-5061,23065,9696
-3849,15999,17,-881,689,-2000,-14436,20991,9743
-2906,15999,-3228,-1237,591,-2000,-20264,17789,10062
-1740,15999,-6335,-1295,456,-2000,-21025,13703,9790
-789,15999,-7566,-973,289,-1847,-15957,8801,13844
498,15216,-5273,-422,141,-1323,-15957,8801,13844
992,15999,-652,22,59,-802,-15957,8801,13844
2244,15999,4898,72,67,-425,1020,2194,-12067
4910,15999,8972,-380,155,-199,1020,2194,-12067
9464,15999,10298,-1232,308,-12,1020,2194,-12067
14601,15999,5972,-2000,428,247,-32427,12711,6720
15999,10832,-1833,-2000,489,645,-32427,12711,6720
15999,-4939,-11333,-2000,401,1364,-32427,11770,-27276
10193,-6939,-16000,-1501,373,1859,-24572,11258,-13214
13238,-7267,-16000,-294,95,1999,-24572,11258,-13214
15999,-14773,-16000,323,-238,1999,-24572,11258,-13214
15999,-12529,-10332,-11,-485,1999,-24572,11258,-13214
15652,-6812,-10664,-138,-579,1999,-24572,11258,-13214
14324,-4806,-9085,-38,-635,1999,-24572,11258,-13214
12912,-4000,-11246,82,-683,1999,-24572,11258,-13214
11589,-3021,-10931,375,-660,1999,-24572,11258,-13214
10646,-375,-9826,652,-640,1999,-24572,11258,-13214
9042,2552,-7816,898,-587,1999,-24572,11258,-13214
8001,8496,-5796,1043,-489,1999,-24572,11258,-13214
6769,11353,-4296,1079,-324,1999,-24572,11258,-13214
5224,11632,-3500,1033,-174,1999,-24572,11258,-13214
4404,10539,-3035,1006,26,1999,-24572,11258,-13214
251,9505,-5820,1036,168,1999,-24572,11258,-13214
-5107,5910,-9873,1337,173,1999,-24572,11258,-13214
-5773,4884,-8519,1781,127,1999,-24572,11258,-13214
-6378,8550,-2822,1909,120,1999,-24572,11258,-13214
-8677,9523,1427,1686,134,1999,-24572,11258,-13214
-11884,4964,101,1417,140,1999,-24572,11258,-13214
-16000,-1695,-5378,1381,-18,1999,-24572,11258,-13214
-16000,-4556,-6460,1717,-410,1999,-24572,11258,-13214
-16000,-5072,111,1991,-420,1999,-24572,11258,-13214
-16000,3203,3955,1999,-490,1999,-24572,11258,-13214
-16000,10597,11015,1778,-515,1999,-24572,11258,-13214
-16000,15902,14080,1202,-482,1999,-24572,11258,-13214
-16000,15999,12175,612,-537,1999,-24572,11258,-13214
-16000,15999,9919,411,-578,1999,-24572,11258,-13214
-16000,15999,9224,469,-541,1999,-24572,11258,-13214
-16000,15999,9578,537,-468,1999,-24572,11258,-13214
-16000,15999,11630,461,-403,1411,-24572,11258,-13214
-16000,15999,11210,165,-415,703,2540,-12424,19799
-16000,15999,7070,30,-453,372,260,-13673,10447
-16000,14501,8089,246,-405,179,260,-13673,10447
-16000,15999,15999,-2000,-601,-2000,-32427,-18361,9897
-3744,-16000,-16000,-2000,-1854,-2000,-32427,9510,9825
-16000,15999,15999,-1121,-1120,1999,-32427,9510,9825
14599,2367,15999,-13,-19,1611,-246,-877,-20260
15999,2654,15999,1547,691,-1223,25093,20748,31181
15999,6240,-16000,-7,1764,-2000,-246,-12560,10098
-16000,15999,-13564,-849,98,-1590,-13929,3111,21154
-6640,1078,791,-1566,-448,-621,-13929,3111,21154
-13525,15999,-11919,-1456,-419,-696,-13929,3111,21154
916,9597,4664,-1719,-662,-485,-28120,-19810,-13710
205,-5697,9763,-872,-474,-585,-28120,-19810,-13710
