72,72,72,26,-165,1
108,108,108,94,-166,-36
141,141,141,136,-206,-91
189,189,189,126,-209,-125
125,125,125,67,-194,-150
111,111,111,69,-253,-154
113,113,113,78,-231,-165
123,123,123,125,-204,-183
109,109,109,164,-162,-167
137,137,137,183,-174,-204
190,190,190,171,-169,-230
219,219,219,134,-146,-199
204,204,204,116,-119,-157
183,183,183,131,-102,-153
185,185,185,149,-92,-165
196,196,196,149,-87,-175
203,203,203,137,-93,-189
204,204,204,121,-86,-194
217,217,217,105,-76,-204
226,226,226,74,-52,-197
241,241,241,35,-41,-191
258,258,258,7,-37,-187
254,254,254,-19,-37,-182
244,244,244,-33,-88,-222
237,237,237,-41,-129,-267
237,237,237,-59,-120,-278
233,233,233,-94,-82,-274
209,209,209,-141,-105,-292
191,191,191,-176,-182,-349
173,173,173,-196,-241,-426
134,134,134,-233,-275,-454
82,82,82,-278,-292,-410
52,52,52,-309,-275,-309
56,56,56,-312,-250,-261
115,115,115,-420,-245,-79
189,189,189,-424,-157,-150
243,243,243,-310,-70,-90
191,191,191,-188,-22,-64
141,141,141,-125,45,-91
112,112,112,-77,56,-143
115,115,115,-55,92,-187
124,124,124,-87,145,-184
103,103,103,-119,128,-161
116,116,116,-111,179,-128
67,67,67,-94,170,-137
5,5,5,-23,172,-107
-40,-40,-40,25,175,-218
-33,-33,-33,-41,189,-238
-37,-37,-37,-108,134,-144
-30,-30,-30,-136,150,-87
-15,-15,-15,-132,177,-62
-35,-35,-35,-120,186,-70
-77,-77,-77,-103,193,-35
-97,-97,-97,-66,163,-80
-91,-91,-91,-50,196,-112
-110,-110,-110,-66,186,-106
-151,-151,-151,-95,167,-67
-177,-177,-177,-108,181,-54
-182,-182,-182,-111,170,-40
-187,-187,-187,-108,152,8
-176,-176,-176,-82,136,41
-163,-163,-163,-36,104,46
-156,-156,-156,7,59,44
-167,-167,-167,50,40,59
-173,-173,-173,109,-9,31
-166,-166,-166,169,-33,-8
-166,-166,-166,226,-40,-59
-187,-187,-187,267,-76,-119
-201,-201,-201,290,-107,-161
-203,-203,-203,297,-117,-185
-186,-186,-186,287,-112,-187
-158,-158,-158,281,-112,-179
-140,-140,-140,278,-114,-176
-136,-136,-136,280,-103,-193
-149,-149,-149,272,-99,-215
-183,-183,-183,257,-99,-227
-211,-211,-211,233,-57,-224
-223,-223,-223,205,-35,-211
-232,-232,-232,186,-34,-200
-229,-229,-229,170,-26,-194
-227,-227,-227,154,-20,-193
-221,-221,-221,134,-4,-191
-221,-221,-221,109,6,-196
-231,-231,-231,84,-10,-210
-237,-237,-237,58,4,-222
-261,-261,-261,23,17,-232
-268,-268,-268,-28,35,-226
-258,-258,-258,-85,17,-207
-242,-242,-242,-136,-29,-189
-225,-225,-225,-175,-74,-167
-210,-210,-210,-195,-94,-157
-213,-213,-213,-211,-113,-149
-208,-208,-208,-229,-125,-128
-198,-198,-198,-234,-127,-106
-184,-184,-184,-231,-133,-83
-164,-164,-164,-214,-126,-58
-148,-148,-148,-179,-110,-42
-138,-138,-138,-142,-101,-38
-131,-131,-131,-105,-96,-37
-132,-132,-132,-58,-98,-41
-143,-143,-143,-15,-119,-56
-146,-146,-146,19,-140,-70
-128,-128,-128,50,-152,-76
-100,-100,-100,71,-145,-70
-83,-83,-83,86,-154,-67
-72,-72,-72,99,-165,-65
-65,-65,-65,112,-161,-67
-70,-70,-70,122,-135,-71
-81,-81,-81,135,-128,-79
-97,-97,-97,149,-144,-92
-110,-110,-110,164,-153,-109
-123,-123,-123,176,-155,-120
-127,-127,-127,181,-146,-123
-122,-122,-122,183,-138,-122
-120,-120,-120,190,-141,-124
-123,-123,-123,204,-152,-132
-128,-128,-128,218,-163,-139
-139,-139,-139,231,-172,-148
-147,-147,-147,239,-168,-162
-161,-161,-161,242,-164,-179
-182,-182,-182,236,-159,-198
-198,-198,-198,217,-136,-210
-209,-209,-209,182,-107,-221
-231,-231,-231,137,-108,-233
-267,-267,-267,89,-132,-238
-304,-304,-304,31,-134,-248
-318,-318,-318,-25,-83,-239
-315,-315,-315,-87,-46,-213
-296,-296,-296,-150,-87,-178
-256,-256,-256,-210,-151,-155
-224,-224,-224,-246,-213,-140
-215,-215,-215,-261,-248,-119
-211,-211,-211,-252,-261,-106
-205,-205,-205,-232,-263,-102
-194,-194,-194,-209,-250,-98
-175,-175,-175,-189,-234,-92
-151,-151,-151,-171,-216,-77
-128,-128,-128,-149,-194,-63
-107,-107,-107,-123,-176,-51
-91,-91,-91,-92,-172,-43
-81,-81,-81,-64,-174,-36
-69,-69,-69,-39,-183,-25
-48,-48,-48,-10,-176,-15
-32,-32,-32,21,-169,-7
-48,-48,-48,54,-237,-5
-55,-55,-55,99,-297,-3
-21,-21,-21,155,-240,-4
-9,-9,-9,220,-221,-32
-37,-37,-37,284,-273,-72
-76,-76,-76,326,-310,-117
-109,-109,-109,338,-306,-152
-126,-126,-126,325,-281,-171
-129,-129,-129,302,-262,-178
-131,-131,-131,284,-260,-184
-138,-138,-138,273,-266,-196
-154,-154,-154,264,-267,-209
